RUN	com.myGatlingTest.MyComputerJourney	mycomputerjourney	1614037657540	l	3.3.1
REQUEST	286		CreateNewComputer Redirect 1	1614037700199	1614037700372	OK	 
REQUEST	291		CreateNewComputer	1614037700215	1614037700380	OK	 
REQUEST	287		CreateNewComputer Redirect 1	1614037700219	1614037700388	OK	 
REQUEST	290		CreateNewComputer	1614037700215	1614037700388	OK	 
REQUEST	394		LoadNewComputerPage	1614037700215	1614037700390	OK	 
REQUEST	395		LoadNewComputerPage	1614037700234	1614037700422	OK	 
REQUEST	184		FilterComputer	1614037700264	1614037700430	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700431
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700431
USER	MyComputerJourney	184	END	1614037684024	1614037700433
REQUEST	288		CreateNewComputer Redirect 1	1614037700270	1614037700434	OK	 
REQUEST	292		CreateNewComputer	1614037700300	1614037700479	OK	 
REQUEST	396		LoadNewComputerPage	1614037700300	1614037700480	OK	 
REQUEST	293		CreateNewComputer	1614037700334	1614037700503	OK	 
REQUEST	190		FilterComputer	1614037700347	1614037700510	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700510
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700511
USER	MyComputerJourney	190	END	1614037684324	1614037700511
REQUEST	185		FilterComputer	1614037700347	1614037700515	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700516
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700516
USER	MyComputerJourney	185	END	1614037684091	1614037700517
REQUEST	294		CreateNewComputer	1614037700364	1614037700527	OK	 
REQUEST	186		FilterComputer	1614037700363	1614037700529	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700529
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700529
USER	MyComputerJourney	186	END	1614037684125	1614037700530
REQUEST	397		LoadNewComputerPage	1614037700363	1614037700532	OK	 
REQUEST	291		CreateNewComputer Redirect 1	1614037700380	1614037700553	OK	 
REQUEST	290		CreateNewComputer Redirect 1	1614037700389	1614037700560	OK	 
REQUEST	188		FilterComputer	1614037700449	1614037700614	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700614
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700615
REQUEST	398		LoadNewComputerPage	1614037700449	1614037700615	OK	 
USER	MyComputerJourney	188	END	1614037684224	1614037700616
REQUEST	399		LoadNewComputerPage	1614037700449	1614037700616	OK	 
REQUEST	295		CreateNewComputer	1614037700454	1614037700622	OK	 
REQUEST	187		FilterComputer	1614037700454	1614037700623	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700624
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700624
USER	MyComputerJourney	187	END	1614037684174	1614037700624
REQUEST	292		CreateNewComputer Redirect 1	1614037700480	1614037700647	OK	 
REQUEST	189		FilterComputer	1614037700500	1614037700665	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700665
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700666
USER	MyComputerJourney	189	END	1614037684274	1614037700666
REQUEST	296		CreateNewComputer	1614037700504	1614037700668	OK	 
REQUEST	400		LoadNewComputerPage	1614037700504	1614037700670	OK	 
REQUEST	293		CreateNewComputer Redirect 1	1614037700503	1614037700671	OK	 
REQUEST	294		CreateNewComputer Redirect 1	1614037700528	1614037700697	OK	 
REQUEST	297		CreateNewComputer	1614037700558	1614037700735	OK	 
REQUEST	298		CreateNewComputer	1614037700584	1614037700746	OK	 
REQUEST	401		LoadNewComputerPage	1614037700579	1614037700748	OK	 
REQUEST	191		FilterComputer	1614037700594	1614037700754	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700754
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700754
USER	MyComputerJourney	191	END	1614037684374	1614037700755
REQUEST	402		LoadNewComputerPage	1614037700605	1614037700768	OK	 
REQUEST	299		CreateNewComputer	1614037700616	1614037700779	OK	 
REQUEST	295		CreateNewComputer Redirect 1	1614037700622	1614037700795	OK	 
REQUEST	192		FilterComputer	1614037700637	1614037700821	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700821
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700821
USER	MyComputerJourney	192	END	1614037684424	1614037700822
REQUEST	296		CreateNewComputer Redirect 1	1614037700669	1614037700835	OK	 
REQUEST	403		LoadNewComputerPage	1614037700668	1614037700836	OK	 
REQUEST	300		CreateNewComputer	1614037700689	1614037700852	OK	 
REQUEST	193		FilterComputer	1614037700689	1614037700854	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700855
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700855
USER	MyComputerJourney	193	END	1614037684474	1614037700856
REQUEST	404		LoadNewComputerPage	1614037700700	1614037700864	OK	 
REQUEST	301		CreateNewComputer	1614037700714	1614037700882	OK	 
REQUEST	194		FilterComputer	1614037700735	1614037700920	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700920
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700921
USER	MyComputerJourney	194	END	1614037684524	1614037700921
REQUEST	405		LoadNewComputerPage	1614037700756	1614037700922	OK	 
REQUEST	298		CreateNewComputer Redirect 1	1614037700746	1614037700922	OK	 
REQUEST	297		CreateNewComputer Redirect 1	1614037700735	1614037700922	OK	 
REQUEST	406		LoadNewComputerPage	1614037700778	1614037700959	OK	 
REQUEST	299		CreateNewComputer Redirect 1	1614037700779	1614037700960	OK	 
REQUEST	195		FilterComputer	1614037700778	1614037700964	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700965
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700965
USER	MyComputerJourney	195	END	1614037684574	1614037700966
REQUEST	302		CreateNewComputer	1614037700818	1614037700991	OK	 
REQUEST	303		CreateNewComputer	1614037700834	1614037700999	OK	 
REQUEST	300		CreateNewComputer Redirect 1	1614037700853	1614037701021	OK	 
REQUEST	304		CreateNewComputer	1614037700854	1614037701021	OK	 
REQUEST	196		FilterComputer	1614037700854	1614037701026	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701027
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701027
USER	MyComputerJourney	196	END	1614037684627	1614037701028
REQUEST	301		CreateNewComputer Redirect 1	1614037700882	1614037701048	OK	 
REQUEST	197		FilterComputer	1614037700904	1614037701075	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701075
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701075
USER	MyComputerJourney	197	END	1614037684674	1614037701076
REQUEST	305		CreateNewComputer	1614037700917	1614037701087	OK	 
REQUEST	198		FilterComputer	1614037700917	1614037701088	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701089
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701089
USER	MyComputerJourney	198	END	1614037684734	1614037701089
REQUEST	306		CreateNewComputer	1614037700995	1614037701162	OK	 
REQUEST	302		CreateNewComputer Redirect 1	1614037700992	1614037701165	OK	 
REQUEST	303		CreateNewComputer Redirect 1	1614037701000	1614037701171	OK	 
REQUEST	304		CreateNewComputer Redirect 1	1614037701022	1614037701186	OK	 
REQUEST	199		FilterComputer	1614037700995	1614037701187	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701188
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701188
USER	MyComputerJourney	199	END	1614037684792	1614037701188
REQUEST	200		FilterComputer	1614037701026	1614037701194	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701195
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701195
USER	MyComputerJourney	200	END	1614037684824	1614037701196
REQUEST	307		CreateNewComputer	1614037701044	1614037701233	OK	 
REQUEST	308		CreateNewComputer	1614037701086	1614037701251	OK	 
REQUEST	305		CreateNewComputer Redirect 1	1614037701088	1614037701265	OK	 
REQUEST	201		FilterComputer	1614037701102	1614037701270	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701271
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701271
USER	MyComputerJourney	201	END	1614037684874	1614037701271
REQUEST	202		FilterComputer	1614037701133	1614037701305	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701306
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701306
USER	MyComputerJourney	202	END	1614037684924	1614037701306
REQUEST	309		CreateNewComputer	1614037701134	1614037701318	OK	 
REQUEST	306		CreateNewComputer Redirect 1	1614037701163	1614037701333	OK	 
REQUEST	203		FilterComputer	1614037701186	1614037701348	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701349
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701349
USER	MyComputerJourney	203	END	1614037684974	1614037701350
REQUEST	204		FilterComputer	1614037701218	1614037701389	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701389
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701389
USER	MyComputerJourney	204	END	1614037685024	1614037701390
REQUEST	311		CreateNewComputer	1614037701234	1614037701403	OK	 
REQUEST	310		CreateNewComputer	1614037701234	1614037701404	OK	 
REQUEST	307		CreateNewComputer Redirect 1	1614037701234	1614037701405	OK	 
REQUEST	308		CreateNewComputer Redirect 1	1614037701252	1614037701421	OK	 
REQUEST	312		CreateNewComputer	1614037701287	1614037701462	OK	 
REQUEST	205		FilterComputer	1614037701302	1614037701477	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701478
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701478
USER	MyComputerJourney	205	END	1614037685074	1614037701479
REQUEST	309		CreateNewComputer Redirect 1	1614037701318	1614037701484	OK	 
REQUEST	313		CreateNewComputer	1614037701334	1614037701500	OK	 
REQUEST	206		FilterComputer	1614037701387	1614037701559	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701560
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701560
USER	MyComputerJourney	206	END	1614037685143	1614037701561
REQUEST	314		CreateNewComputer	1614037701403	1614037701584	OK	 
REQUEST	315		CreateNewComputer	1614037701420	1614037701585	OK	 
REQUEST	207		FilterComputer	1614037701404	1614037701586	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701586
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701586
USER	MyComputerJourney	207	END	1614037685174	1614037701587
REQUEST	311		CreateNewComputer Redirect 1	1614037701403	1614037701589	OK	 
REQUEST	310		CreateNewComputer Redirect 1	1614037701405	1614037701590	OK	 
REQUEST	208		FilterComputer	1614037701424	1614037701591	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701591
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701591
USER	MyComputerJourney	208	END	1614037685224	1614037701592
REQUEST	312		CreateNewComputer Redirect 1	1614037701462	1614037701631	OK	 
REQUEST	209		FilterComputer	1614037701469	1614037701636	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701636
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037701636
REQUEST	316		CreateNewComputer	1614037701469	1614037701636	OK	 
